r_object_id;object_name;title;subject;resolution_label;owner_name;owner_permit;group_name;group_permit;world_permit;log_entry;acl_domain;acl_name;language_code;ae_atr_label_atributo;ae_atr_nombre_atributo;ae_atr_locale;ae_atr_atributo_depende;ae_atr_atributo_dependiente;ae_atr_valor_depende;ae_atr_atributo_depende_aux;ae_atr_valor_depende_aux;ae_atr_valor_depende_aux2;ae_atr_atributo_dep_aux2;ae_atr_abrev;ae_atr_atributo_dep_aux3;ae_atr_label_depende;ae_atr_label_depende_aux;ae_atr_label_depende_aux2;ae_atr_label_depende_aux3;ae_atr_valor_depende_aux3;ae_atr_id;ae_atr_id_depende;ae_atr_id_depende_aux;ae_atr_id_depende_aux2;ae_atr_id_depende_aux3;ae_atr_activo;r_object_type;r_creation_date;r_modify_date;a_content_type
0900271280682c00;CCS;;;;Rosety Molins, Rocio;1;;1;3;;dm_energia;ae_acl_ceco_lista_valores;;Tarea-Task;ae_atr_ceco_tarea;CCS;;0;;;;;;;;;;;;;;;;;;0;ae_doc_configuracion;31/10/2017 15:08:21;13/11/2017 9:26:06;
090027128072309c;Disparos - Trips;;;;Brotons Lazaro, Ana;1;;1;3;;dm_energia;ae_acl_ceco_lista_valores;;Tarea-Task;ae_atr_ceco_tarea;DSP;;0;;;;;;;;;;;;;;;;;;0;ae_doc_configuracion;13/11/2017 9:26:14;13/11/2017 9:27:05;
090027128072309d;Mercados - Markets;;;;Brotons Lazaro, Ana;1;;1;3;;dm_energia;ae_acl_ceco_lista_valores;;Tarea-Task;ae_atr_ceco_tarea;MRK;;0;;;;;;;;;;;;;;;;;;0;ae_doc_configuracion;13/11/2017 9:26:37;13/11/2017 9:26:57;
09002712807ee949;Formación hidráulica - Hydraulic training;;;;Brotons Lazaro, Ana;1;;1;3;;dm_energia;ae_acl_ceco_lista_valores;;Tarea-Task;ae_atr_ceco_tarea;HID;;0;;;;;;;;;;;;;;;;;;0;ae_doc_configuracion;21/02/2018 9:26:54;07/05/2018 10:48;
